                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                   1.24,                0.76702,                 1.2876,                 0.9617,                0.99406,                  0.995,                0.53351,                 1.5958,                0.84265,                 1.6522,             0.00099044,             0.00099044,             0.00099044
                     33,                  1.172,                0.77829,                 1.2711,                0.97164,                0.99348,                  0.995,                0.49282,                 1.6443,                0.84331,                 1.7001,             0.00097629,             0.00097629,             0.00097629
                     34,                 1.1474,                0.74917,                 1.2638,                 0.9387,                      1,                0.99045,                0.67009,                 1.3081,                0.67287,                 1.3587,             0.00096215,             0.00096215,             0.00096215
                     35,                 1.1784,                0.74346,                 1.2671,                0.99064,                      1,                  0.995,                0.67881,                 1.2532,                0.64291,                 1.3778,               0.000948,               0.000948,               0.000948
                     36,                 1.1636,                0.76834,                 1.2928,                0.95349,                      1,                  0.995,                0.60362,                  1.415,                0.65412,                 1.5196,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.1866,                0.78608,                 1.2827,                0.98898,                      1,                  0.995,                0.55049,                 1.4378,                0.67774,                 1.5776,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.0665,                0.68274,                 1.2122,                0.98817,                      1,                  0.995,                0.59557,                 1.3538,                0.69389,                 1.4792,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.1673,                0.70897,                 1.2801,                0.99222,                      1,                  0.995,                0.59424,                 1.3313,                0.69583,                 1.3847,             0.00089141,             0.00089141,             0.00089141
                     40,                  1.172,                0.71051,                 1.2356,                0.98627,                      1,                  0.995,                0.58145,                 1.5056,                 0.6961,                 1.4824,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.0767,                0.66236,                 1.2152,                0.93848,                      1,                0.97682,                0.54562,                 1.5098,                0.74395,                 1.6185,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.1942,                0.73003,                 1.3014,                0.97363,                      1,                  0.995,                0.57366,                 1.4602,                0.75782,                 1.5458,             0.00084897,             0.00084897,             0.00084897
                     43,                  1.088,                0.68542,                 1.2278,                0.96488,                      1,                  0.995,                0.68351,                 1.2633,                0.72036,                 1.3229,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.0791,                0.69338,                 1.2119,                0.97058,                      1,                  0.995,                0.65759,                 1.2655,                0.66329,                 1.4035,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.1597,                0.70876,                 1.3133,                0.98807,                      1,                  0.995,                0.59999,                  1.411,                0.65165,                 1.4838,             0.00080653,             0.00080653,             0.00080653
                     46,                0.98166,                0.83026,                 1.1311,                  0.984,                      1,                  0.995,                0.62037,                 1.2863,                0.62623,                 1.4376,             0.00079238,             0.00079238,             0.00079238
                     47,                  1.091,                0.64527,                 1.2749,                0.98876,                      1,                  0.995,                0.60378,                 1.3524,                0.65397,                 1.5217,             0.00077823,             0.00077823,             0.00077823
                     48,                 1.1413,                0.70517,                 1.2717,                 0.9908,                      1,                  0.995,                0.67371,                 1.1073,                0.62146,                 1.3164,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.1109,                0.69187,                 1.2519,                0.99101,                      1,                  0.995,                 0.7026,                 1.1616,                 0.5974,                  1.372,             0.00074994,             0.00074994,             0.00074994
                     50,                 1.0721,                0.67689,                  1.215,                 0.9854,                      1,                  0.995,                0.57212,                 1.4036,                0.63226,                 1.4464,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.1012,                0.69805,                 1.2384,                0.98797,                      1,                  0.995,                0.66412,                 1.2541,                0.61389,                 1.3207,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.0699,                0.66302,                 1.2233,                0.92746,                      1,                0.99045,                0.69088,                 1.0746,                0.61194,                 1.2381,              0.0007075,              0.0007075,              0.0007075
                     53,                0.98456,                0.61689,                 1.2228,                0.98948,                      1,                  0.995,                0.65857,                 1.2548,                 0.6198,                 1.3064,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.0459,                0.63075,                 1.1907,                0.98892,                      1,                  0.995,                0.68224,                 1.1966,                0.62742,                 1.3143,              0.0006792,              0.0006792,              0.0006792
                     55,                 1.0722,                0.63864,                 1.2186,                0.95308,                0.99662,                  0.995,                0.69801,                 1.1967,                0.60713,                 1.3066,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.0334,                0.63336,                 1.1737,                0.97924,                      1,                  0.995,                 0.6212,                 1.3285,                0.65955,                 1.4062,             0.00065091,             0.00065091,             0.00065091
                     57,                 1.0388,                0.65148,                 1.2011,                0.98004,                      1,                  0.995,                0.62377,                 1.3806,                0.62472,                 1.4806,             0.00063676,             0.00063676,             0.00063676
                     58,                0.96219,                0.57592,                 1.1513,                0.98549,                   0.95,                0.99045,                0.70933,                 1.1341,                0.62826,                 1.2344,             0.00062262,             0.00062262,             0.00062262
                     59,                 0.9373,                0.58002,                 1.1432,                0.97846,                0.99578,                  0.995,                0.64731,                 1.2333,                0.66557,                 1.3083,             0.00060847,             0.00060847,             0.00060847
                     60,                0.94887,                0.56727,                 1.1469,                      1,                0.94614,                0.98667,                0.60604,                 1.3796,                0.66202,                 1.4913,             0.00059432,             0.00059432,             0.00059432
                     61,                 1.0199,                0.59179,                 1.1779,                0.99472,                      1,                  0.995,                0.66172,                 1.2832,                0.59684,                 1.3607,             0.00058017,             0.00058017,             0.00058017
                     62,                0.94588,                0.55586,                 1.1423,                 0.9965,                      1,                  0.995,                0.71839,                 1.0494,                 0.5586,                 1.2058,             0.00056603,             0.00056603,             0.00056603
                     63,                 1.0027,                0.58155,                 1.1542,                0.98924,                      1,                  0.995,                 0.6987,                 1.1106,                0.53479,                 1.2537,             0.00055188,             0.00055188,             0.00055188
                     64,                  0.986,                0.57936,                 1.1409,                0.99265,                      1,                  0.995,                0.69333,                 1.1701,                0.52116,                 1.3031,             0.00053773,             0.00053773,             0.00053773
                     65,                0.85165,                 0.5885,                 1.0387,                0.99159,                      1,                  0.995,                0.73017,                 1.0944,                0.50592,                 1.2174,             0.00052359,             0.00052359,             0.00052359
                     66,                0.88703,                0.54557,                 1.1274,                0.98172,                      1,                  0.995,                0.69692,                 1.1228,                0.56202,                 1.2332,             0.00050944,             0.00050944,             0.00050944
                     67,                0.88623,                0.56175,                 1.1135,                0.96774,                0.99214,                  0.995,                0.68523,                 1.2592,                0.62649,                 1.3532,             0.00049529,             0.00049529,             0.00049529
                     68,                0.97966,                0.54291,                 1.1709,                0.96804,                0.99098,                  0.995,                0.67868,                   1.23,                0.60909,                 1.3388,             0.00048114,             0.00048114,             0.00048114
                     69,                0.95596,                0.55409,                   1.14,                0.98454,                      1,                  0.995,                0.65753,                 1.2846,                0.56091,                 1.2821,               0.000467,               0.000467,               0.000467
                     70,                0.88034,                 0.5439,                 1.1414,                 0.9914,                      1,                  0.995,                0.66518,                 1.2454,                0.53596,                 1.2822,             0.00045285,             0.00045285,             0.00045285
                     71,                0.94021,                0.55513,                 1.1103,                0.99179,                      1,                  0.995,                0.67169,                 1.2003,                0.54808,                 1.2527,              0.0004387,              0.0004387,              0.0004387
                     72,                 0.9184,                0.56305,                 1.1504,                0.98944,                      1,                  0.995,                0.72411,                 1.0917,                0.52124,                  1.187,             0.00042456,             0.00042456,             0.00042456
                     73,                0.97412,                0.60225,                 1.1383,                0.99226,                      1,                  0.995,                0.71381,                 1.1294,                 0.5258,                 1.2006,             0.00041041,             0.00041041,             0.00041041
                     74,                 0.9549,                0.56936,                 1.2055,                0.99158,                      1,                  0.995,                0.66213,                 1.2623,                0.58118,                 1.3636,             0.00039626,             0.00039626,             0.00039626
                     75,                 0.9201,                0.53236,                  1.106,                0.99573,                      1,                  0.995,                0.66939,                  1.265,                0.55579,                 1.3185,             0.00038211,             0.00038211,             0.00038211
                     76,                0.84095,                0.52749,                 1.0663,                0.99233,                      1,                  0.995,                0.66551,                 1.2105,                0.53374,                 1.2761,             0.00036797,             0.00036797,             0.00036797
                     77,                0.87771,                0.51559,                 1.0951,                0.99718,                      1,                  0.995,                0.63521,                 1.2967,                0.56249,                 1.3405,             0.00035382,             0.00035382,             0.00035382
                     78,                0.92944,                0.56597,                 1.1563,                0.99647,                      1,                  0.995,                0.63802,                 1.3027,                0.59301,                 1.3985,             0.00033967,             0.00033967,             0.00033967
                     79,                0.81122,                0.48154,                 1.0714,                0.98876,                      1,                  0.995,                0.69496,                 1.1388,                0.55155,                 1.2806,             0.00032553,             0.00032553,             0.00032553
                     80,                0.85201,                0.51516,                 1.0792,                0.99226,                      1,                  0.995,                0.69698,                 1.0922,                0.51399,                 1.2571,             0.00031138,             0.00031138,             0.00031138
                     81,                0.82647,                0.51997,                 1.0906,                0.99255,                      1,                  0.995,                0.70396,                 1.1526,                0.49361,                  1.243,             0.00029723,             0.00029723,             0.00029723
                     82,                0.86371,                0.53239,                 1.0957,                0.99737,                      1,                  0.995,                0.68984,                 1.1922,                0.50637,                 1.2813,             0.00028308,             0.00028308,             0.00028308
                     83,                0.82222,                0.49651,                 1.0958,                0.99704,                      1,                  0.995,                 0.6692,                  1.235,                0.51044,                 1.3254,             0.00026894,             0.00026894,             0.00026894
                     84,                0.81659,                0.49984,                  1.072,                0.99741,                      1,                  0.995,                0.67283,                 1.2107,                0.49946,                 1.2826,             0.00025479,             0.00025479,             0.00025479
                     85,                0.86979,                0.53709,                 1.1246,                0.99617,                      1,                  0.995,                0.66188,                 1.2515,                0.49159,                 1.2728,             0.00024064,             0.00024064,             0.00024064
                     86,                0.79955,                0.48851,                 1.0822,                0.99533,                      1,                  0.995,                0.71009,                  1.174,                0.49019,                 1.2214,              0.0002265,              0.0002265,              0.0002265
                     87,                0.89369,                0.50587,                  1.125,                0.99557,                      1,                  0.995,                0.71342,                 1.1357,                0.48676,                 1.2243,             0.00021235,             0.00021235,             0.00021235
                     88,                0.79597,                0.45147,                  1.065,                0.99613,                      1,                  0.995,                0.71512,                 1.1074,                0.49842,                 1.2255,              0.0001982,              0.0001982,              0.0001982
                     89,                 0.7799,                0.47195,                 1.0604,                0.99705,                      1,                  0.995,                0.73093,                 1.1171,                0.50341,                 1.2371,             0.00018406,             0.00018406,             0.00018406
                     90,                0.81791,                0.48499,                 1.0723,                0.98855,                      1,                  0.995,                0.71541,                 1.1516,                0.49116,                 1.2411,             0.00016991,             0.00016991,             0.00016991
                     91,                0.69959,                  0.387,                 1.0339,                0.99194,                      1,                  0.995,                0.69149,                 1.1692,                0.49886,                 1.2436,             0.00015576,             0.00015576,             0.00015576
                     92,                0.74185,                0.41538,                 1.0921,                0.99322,                      1,                  0.995,                0.67211,                 1.1778,                0.49713,                  1.247,             0.00014161,             0.00014161,             0.00014161
                     93,                0.67788,                0.39359,                 1.0179,                0.99199,                      1,                  0.995,                0.68769,                 1.1248,                0.50904,                 1.2483,             0.00012747,             0.00012747,             0.00012747
                     94,                0.65754,                0.37516,                 1.0344,                0.99167,                      1,                  0.995,                0.69673,                 1.1178,                0.49341,                  1.259,             0.00011332,             0.00011332,             0.00011332
                     95,                0.63783,                0.36758,                 1.0039,                0.99213,                      1,                  0.995,                0.68679,                  1.151,                0.48501,                 1.2809,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.61599,                0.37164,                  1.003,                0.99269,                      1,                  0.995,                0.70207,                 1.1773,                0.48758,                 1.2913,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.65444,                0.37748,                 1.0062,                0.99325,                      1,                  0.995,                 0.6963,                 1.1929,                0.50326,                 1.2878,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                 0.6542,                0.38953,                0.99634,                0.99311,                      1,                  0.995,                0.69271,                 1.1998,                0.50549,                  1.292,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.61973,                0.35264,                  1.021,                0.99317,                      1,                  0.995,                0.68133,                 1.2143,                0.50529,                 1.3038,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 0.6446,                0.38519,                 1.0091,                0.99336,                      1,                  0.995,                0.68183,                   1.22,                0.50562,                 1.3058,             2.8437e-05,             2.8437e-05,             2.8437e-05
